nom,prix_intervalle,rating,nb_notes,adresse,ville,main_category,commune,code_postal,arrondissement,zone_paris
Cafe DUNKERQUE,15.0,4.8,2185,1 Av. Trudaine,"Paris, Ile-de-France, France",cafe,Paris,75009.0,9.0,centre
La Poule au Pot,100.0,4.8,2421,9 Rue Vauvilliers,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
NiuNiu Hot Pot,40.0,4.8,452,11 Rue Greneta,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
Merci Jerome Pont-neuf,5.5,4.8,889,12 Quai de la Megisserie,"Paris, Ile-de-France, France",cafe georgien,Paris,75001.0,1.0,centre
Baguette - Restaurant,30.0,4.8,1066,16 Rue Marie Stuart,"Paris, Ile-de-France, France",restaurant francais,Paris,75002.0,2.0,centre
La Damascena,15.0,4.8,535,38 Rue Dauphine,"Paris, Ile-de-France, France",restaurant,Paris,75006.0,6.0,centre
Le Squab,15.0,4.8,336,Rue des Fosses Saint-Bernard,"Paris, Ile-de-France, France",fast food,Paris,75005.0,5.0,centre
Auptitgrec Creperie,5.5,4.8,1341,9 Rue Victor Cousin,"Paris, Ile-de-France, France",cafeteria,Paris,75005.0,5.0,centre
Le Verre Vole,1.0,4.8,2320,67 Rue de Lancry,"Paris, Ile-de-France, France",pub et bar,Paris,75010.0,10.0,intermediaire
Relais Louis XIII,100.0,4.8,1537,8 Rue des Grands Augustins,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Les Editeurs,34.5,4.8,7762,4 Carr de lOdeon,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
KIM Restaurant Japonais OperaGrand boulevard,15.0,4.8,895,4 Rue de Port-Mahon,"Paris, Ile-de-France, France",restaurant japonais,Paris,75002.0,2.0,centre
Comme Chez Soi,25.0,4.8,3412,19 Rue de la Gaite,"Paris, Ile-de-France, France",cafeteria,Paris,75014.0,14.0,intermediaire
Le comptoir de la traboule,15.5,4.8,1917,1 bis Rue Augereau,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Le Saint-Regis - Paris,15.5,4.8,6904,6 Rue Jean du Bellay,"Paris, Ile-de-France, France",cafe,Paris,75004.0,4.0,centre
Bouillon Racine,33.5,4.8,5874,3 Rue Racine,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Big Black Cook,15.0,4.8,1870,7 Rue Tiquetonne,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
Chez Michel,38.0,4.8,1627,10 Rue de Belzunce,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
Santa Carne,32.0,4.8,4185,3 Bd Richard-Lenoir,"Paris, Ile-de-France, France",restaurant a viande,Paris,75011.0,11.0,intermediaire
Trois Fois plus de Piment,15.0,4.8,3695,184 Rue Saint-Martin,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
Atelier Carnem,186.5,4.8,2394,5 Rue du Pot de Fer,"Paris, Ile-de-France, France",restaurant a viande,Paris,75005.0,5.0,centre
Residence Kann Coffee Shop,5.5,4.8,590,28 Rue des Vinaigriers,"Paris, Ile-de-France, France",cafe,Paris,75010.0,10.0,intermediaire
Un Jour A Lhasa,15.0,4.8,819,312 Rue Saint-Martin,"Paris, Ile-de-France, France",restaurant tibetains,Paris,75003.0,3.0,centre
DS Cafe,25.0,4.8,1114,25 Av. Niel,"Paris, Ile-de-France, France",cafe,Paris,75017.0,17.0,peripherie
All In Sushi - Meilleur Sushi a Paris Fraicheur Qualite pres de la Place des Vosges et restaurant Rue de Turenne,15.0,4.8,991,40 Rue de Turenne,"Paris, Ile-de-France, France",sushis,Paris,75003.0,3.0,centre
