"id_restaurant","nom_restaurant","prix_moyen","rating","nb_notes","adresse","ville","main_category","commune","code_postal","arrondissement","zone_paris","insee_from_cp","insee_com","nom_arrondissement","pop_totale","pop_3_20_ans","nb_familles","nb_familles_mono","part_pop_3_20","part_fam_mono","revenu_median","taux_bac","taux_ouvrier","taux_chomage","facteur_deprivation","part_apl"
333,"Le George",105.0,4.8,2244,"31 Av. George V","Paris, Ile-de-France, France","restaurant italiens","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
334,"Bollynan streetfood indienne - Montorgueil",15.0,4.8,6837,"12 Rue des Petits Carreaux","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
335,"LEscargot Montorgueil",30.5,4.8,9940,"38 Rue Montorgueil","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
336,"Dalia",35.0,4.8,3865,"93 Rue Montmartre","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
337,"Oma Beaurepaire",25.0,4.8,1426,"6 Rue Beaurepaire","Paris, Ile-de-France, France","restaurant","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
338,"Le Paradis du Fruit - Opera",25.0,4.8,7621,"30 Bd des Italiens","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
339,"Relais de lEntrecote",35.0,4.8,12032,"15 Rue Marbeuf","Paris, Ile-de-France, France","restaurant a viande","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
340,"Le Relais du 15eme",25.0,4.8,5366,"78, Avenue Emile Zola","Paris, Ile-de-France, France","italien","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
341,"Brasserie des Champs",25.0,4.8,3939,"122 avenue des Champs-Elysees","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
342,"Mian Fan",15.0,4.8,4532,"124 Bd du Montparnasse","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
343,"Assanabel Republique - Marais",35.0,4.8,6407,"6 Rue Pierre Chausson","Paris, Ile-de-France, France","restaurant","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
344,"Tripletta Gaite",15.0,4.8,2850,"1 Impasse de la Gaite","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
345,"Le Bouchon Parisien",30.0,4.8,2722,"28 Av. de Suffren","Paris, Ile-de-France, France","restaurant francais","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
346,"La Charrette a Crepes",5.5,4.8,1607,"19 Rue Ferdinand Duval","Paris, Ile-de-France, France","desserts","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
347,"Gigi Paris",100.0,4.8,4174,"15 Av. Montaigne","Paris, Ile-de-France, France","restaurant italiens","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
348,"The Kitchen",25.0,4.8,6726,"44 Rue de Ponthieu","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
349,"Leader Sushi",15.0,4.8,3390,"78 Rue Rambuteau","Paris, Ile-de-France, France","sushis","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
350,"Abri Soba",25.0,4.8,1628,"10 Rue Saulnier","Paris, Ile-de-France, France","restaurant japonais","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
351,"Le Gabriel",100.0,4.8,1852,"42, Avenue Gabriel La Reserve Hotel, Spa and Apartments","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
352,"Restaurant Kei",100.0,4.8,3090,"5 Rue Coq Heron","Paris, Ile-de-France, France","restaurant francais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
353,"CHOUKRAN Restaurant Marocain, Paris 2",15.0,4.8,1743,"69 Rue dAboukir","Paris, Ile-de-France, France","restaurant marocains","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
354,"Bacha Coffee Champs-elysees",25.0,4.8,956,"26 Av. des Champs-Elysees","Paris, Ile-de-France, France","cafe","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
355,"Oktobre",100.0,4.8,1226,"25 Rue des Grands Augustins","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
356,"Pur",100.0,4.8,2426,"5 Rue de La Paix, Park Hyatt Paris","Paris, Ile-de-France, France","restaurant francais","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
357,"SHU YUAN",25.0,4.8,1678,"29 Bd des Italiens","Paris, Ile-de-France, France","restaurant chinois","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
358,"Le Beef",15.5,4.8,7758,"33 Rue des Rosiers","Paris, Ile-de-France, France","restaurant a viande","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
359,"MELT Batignolles",25.0,4.8,4245,"83 Rue Legendre","Paris, Ile-de-France, France","bbq","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
360,"Hadramaout - Le Restaurant Yemenite Champs Elysees",25.0,4.8,3286,"Galerie Berri-Washington, 5 Rue de Berri","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
361,"BAOBAR - Restaurant Chinois",25.0,4.8,3480,"42 Rue Sainte-Croix de la Bretonnerie","Paris, Ile-de-France, France","restaurant","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
362,"Bistro des Lettres",30.0,4.8,2858,"52 Bd Saint-Germain","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
363,"Tiger Tiger - Restaurant Chinois",25.0,4.8,2382,"15 Rue Rene Boulanger","Paris, Ile-de-France, France","restaurant","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
364,"Hippopotamus Steakhouse",25.0,4.8,8609,"1 Boulevard Des Capucines","Paris, Ile-de-France, France","restaurant a viande","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
365,"Au Ptit Crepe",15.0,4.8,3649,"25 Rue St Denis","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
366,"La Grande Cascade",100.0,4.8,3896,"Rte de la Vge aux Berceaux","Paris, Ile-de-France, France","restaurant francais","Paris","75016",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
367,"Magma Chef Ryuya Ono",100.0,4.8,728,"9 Rue Jean-Pierre Timbaud","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
368,"Brasserie Bellanger",25.0,4.8,5905,"140 Rue du Faubourg Poissonniere","Paris, Ile-de-France, France","restaurant francais","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
369,"La Taverne de Zhao Batignolles",15.0,4.8,821,"59 Rue des Dames","Paris, Ile-de-France, France","restaurant chinois","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
370,"Maison Blanche",25.0,4.8,2162,"21 Rue de la Huchette","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
371,"McDonalds",15.0,4.8,22238,"140 Av. des Champs-Elysees","Paris, Ile-de-France, France","fast food","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
372,"Le Nelsons - Louvre",36.5,4.8,5268,"16 Rue Coquilliere","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
373,"Tosca",100.0,4.8,914,"20 Rue du Cirque","Paris, Ile-de-France, France","restaurant italiens","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
374,"NooRi",15.0,4.8,4732,"20 Rue du Faubourg Saint-Martin","Paris, Ile-de-France, France","sushis","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
375,"Le Moulin de la Galette",17.0,4.8,7664,"83 Rue Lepic","Paris, Ile-de-France, France","restaurant francais","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
376,"Indiana Cafe - Les Halles",25.0,4.8,3637,"35 Rue du Pont Neuf","Paris, Ile-de-France, France","cafe","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
377,"Lentrecote De Paris",25.0,4.8,9072,"29 Rue de Marignan","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
378,"Korus restaurant",30.5,4.8,1114,"73 Rue Amelot","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
379,"Le Suffren - Paris",30.5,4.8,8835,"84 Av. de Suffren","Paris, Ile-de-France, France","fruits de mer","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
380,"Brasserie La Lorraine",32.5,4.8,7691,"2 Pl. des Ternes","Paris, Ile-de-France, France","fruits de mer","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
